PF06507,Auxinresponsefactor
PF07714,Proteintyrosineandserine/threoninekinase
PF16488,Argonautelinker2domain
PF01846,FFdomain
PF03357,Snf7
PF00288,GHMPkinasesNterminaldomain
PF04114,Gaa1-like: GPItransamidasecomponent
PF00667,FADbindingdomain
PF03997,VPS28protein
PF03259,Roadblock/LC7domain
PF00169,PHdomain
PF00090,Thrombospondintype1domain
PF00004,ATPasefamilyassociatedwithvariouscellularactivities(AAA)
PF01546,PeptidasefamilyM20/M25/M40
PF00115,CytochromeCandQuinoloxidasepolypeptideI
PF04565,RNApolymeraseRpb2: domain3
PF01084,RibosomalproteinS18
PF03143,ElongationfactorTuC-terminaldomain
PF00115,CytochromeCandQuinoloxidasepolypeptideI
PF00510,CytochromecoxidasesubunitIII
PF00115,CytochromeCandQuinoloxidasepolypeptideI
PF03547,Membranetransportprotein
PF01348,TypeIIintronmaturase
PF00243,Nervegrowthfactorfamily
PF02790,CytochromeCoxidasesubunitII: transmembranedomain
PF03089,Recombinationactivatingprotein2
PF02823,ATPsynthase: Delta/Epsilonchain: beta-sandwichdomain
PF00125,CorehistoneH2A/H2B/H3/H4
PF00421,PhotosystemIIprotein
PF00115,CytochromeCandQuinoloxidasepolypeptideI
PF00361,Proton-conductingmembranetransporter
PF00022,Actin
PF00115,CytochromeCandQuinoloxidasepolypeptideI
PF01058,NADHubiquinoneoxidoreductase: 20Kdsubunit
PF00115,CytochromeCandQuinoloxidasepolypeptideI
PF04983,RNApolymeraseRpb1: domain3
PF07654,ImmunoglobulinC1-setdomain
PF00129,ClassIHistocompatibilityantigen: domainsalpha1and2
PF02787,Carbamoyl-phosphatesynthetaselargechain: oligomerisationdomain
PF02790,CytochromeCoxidasesubunitII: transmembranedomain
PF00115,CytochromeCandQuinoloxidasepolypeptideI
PF12796,Ankyrinrepeats(3copies)
PF00560,LeucineRichRepeat
PF16879,C-terminaldomainofSin3aprotein
PF00385,Chromo(CHRromatinOrganisationMOdifier)domain
PF00806,Pumilio-familyRNAbindingrepeat
PF11712,Endoplasmicreticulum-basedfactorforassemblyofV-ATPase
PF01655,RibosomalproteinL32
PF17048,Neutral/alkalinenon-lysosomalceramidase: C-terminal
PF00571,CBSdomain
PF00491,Arginasefamily
PF16528,Exocystcomponent84C-terminal
PF01217,Clathrinadaptorcomplexsmallchain
PF00035,Double-strandedRNAbindingmotif
PF10584,ProteasomesubunitAN-terminalsignature
PF06418,CTPsynthaseN-terminus
PF16908,Vacuolarsorting-associatedprotein13: N-terminal
PF00533,BRCA1CTerminus(BRCT)domain
PF15801,zf-MYND-likezincfinger: mRNA-binding
PF00072,Responseregulatorreceiverdomain
PF07500,TranscriptionfactorS-II(TFIIS): centraldomain
PF03087,Arabidopsisproteinofunknownfunction
PF00004,ATPasefamilyassociatedwithvariouscellularactivities(AAA)
PF00560,LeucineRichRepeat
PF09733,VEFS-Boxofpolycombprotein
PF00225,Kinesinmotordomain
PF01397,Terpenesynthase: N-terminaldomain
PF00141,Peroxidase
PF14432,DYWfamilyofnucleicaciddeaminases
PF03145,Seveninabsentiaproteinfamily
PF00271,HelicaseconservedC-terminaldomain
PF02493,MORNrepeat
PF09425,Jasmotif
PF01582,TIRdomain
PF05498,RapidALkalinizationFactor(RALF)
PF13855,Leucinerichrepeat
PF03727,Hexokinase
PF00249,Myb-likeDNA-bindingdomain
PF02493,MORNrepeat
PF03171,2OG-Fe(II)oxygenasesuperfamily
PF00012,Hsp70protein
PF12436,ICP0-bindingdomainofUbiquitin-specificprotease7
PF16186,AtypicalArmrepeat
PF00847,AP2domain
PF00082,Subtilasefamily
PF00733,Asparaginesynthase
PF01873,DomainfoundinIF2B/IF5
PF02852,Pyridinenucleotide-disulphideoxidoreductase: dimerisationdomain
PF00646,F-boxdomain
PF14547,Hydrophobicseedprotein
PF00063,Myosinhead(motordomain)
PF13639,Ringfingerdomain
PF04433,SWIRMdomain
PF01167,Tubfamily
PF01652,Eukaryoticinitiationfactor4E
PF03868,RibosomalproteinL6: N-terminaldomain
PF06747,CHCHdomain
PF01486,K-boxregion
PF00225,Kinesinmotordomain
PF03171,2OG-Fe(II)oxygenasesuperfamily
PF01697,Glycosyltransferasefamily92
PF06012,DomainofUnknownFunction(DUF908)
PF03144,ElongationfactorTudomain2
PF00501,AMP-bindingenzyme
PF00810,ERlumenproteinretainingreceptor
PF04749,PLAC8family
PF06022,PlasmodiumvariantantigenproteinCir/Yir/Bir
PF01145,SPFHdomain/Band7family
PF00176,SNF2familyN-terminaldomain
PF01704,UTP--glucose-1-phosphateuridylyltransferase
PF00929,Exonuclease
PF05193,PeptidaseM16inactivedomain
PF02824,TGSdomain
PF04082,Fungalspecifictranscriptionfactordomain
PF06910,Maleenhancedantigen1(MEA1)
PF13949,ALIXV-shapeddomainbindingtoHIV
PF00431,CUBdomain
PF13855,Leucinerichrepeat
PF00053,LamininEGFdomain
PF00057,Low-densitylipoproteinreceptordomainclassA
PF02210,LamininGdomain
PF00067,CytochromeP450
PF00014,Kunitz/Bovinepancreatictrypsininhibitordomain
PF00076,RNArecognitionmotif.(a.k.a.RRM: RBD: orRNPdomain)
PF02759,RUNdomain
PF03184,DDEsuperfamilyendonuclease
PF01359,Transposase(partialDDEdomain)
PF01359,Transposase(partialDDEdomain)
PF00621,RhoGEFdomain
PF00102,Protein-tyrosinephosphatase
PF07690,MajorFacilitatorSuperfamily
PF02458,Transferasefamily
PF05577,SerinecarboxypeptidaseS28
PF00153,Mitochondrialcarrierprotein
PF02136,Nucleartransportfactor2(NTF2)domain
PF03931,Skp1family: tetramerisationdomain
PF01535,PPRrepeat
PF00520,Iontransportprotein
PF00069,Proteinkinasedomain
PF00400,WDdomain: G-betarepeat
PF00153,Mitochondrialcarrierprotein
PF00917,MATHdomain
PF01158,RibosomalproteinL36e
PF02037,SAPdomain
PF00443,Ubiquitincarboxyl-terminalhydrolase
PF07648,Kazal-typeserineproteaseinhibitordomain
PF01302,CAP-Glydomain
PF00017,SH2domain
PF00105,Zincfinger: C4type(twodomains)
PF00210,Ferritin-likedomain
PF07741,Brf1-likeTBP-bindingdomain
PF00133,tRNAsynthetasesclassI(I: L: MandV)
PF08205,CD80-likeC2-setimmunoglobulindomain
PF03045,DANdomain
PF08620,RPAP1-like: C-terminal
PF00994,Probablemolybdopterinbindingdomain
PF13401,AAAdomain
PF14748,Pyrroline-5-carboxylatereductasedimerisation
PF00028,Cadherindomain
PF00069,Proteinkinasedomain
PF01344,Kelchmotif
PF00054,LamininGdomain
PF00324,Aminoacidpermease
PF00169,PHdomain
PF09744,JNK_SAPK-associatedprotein-1
PF03160,Calx-betadomain
PF12265,Histone-bindingproteinRBBP4orsubunitCofCAF1complex
PF00651,BTB/POZdomain
PF01457,Leishmanolysin
PF13516,LeucineRichrepeat
PF14749,Acyl-coenzymeAoxidaseN-terminal
PF00178,Ets-domain
PF00595,PDZdomain
PF02148,Zn-fingerinubiquitin-hydrolasesandotherprotein
PF00106,shortchaindehydrogenase
PF06881,RNApolymeraseIItranscriptionfactorSIII(Elongin)subunitA
PF00069,Proteinkinasedomain
PF00531,Deathdomain
PF00596,ClassIIAldolaseandAdducinN-terminaldomain
PF01348,TypeIIintronmaturase
PF00115,CytochromeCandQuinoloxidasepolypeptideI
PF02786,Carbamoyl-phosphatesynthaseLchain: ATPbindingdomain
PF02807,ATP:guanidophosphotransferase: N-terminaldomain
PF00001,7transmembranereceptor(rhodopsinfamily)
PF00361,Proton-conductingmembranetransporter
PF00623,RNApolymeraseRpb1: domain2
PF00076,RNArecognitionmotif.(a.k.a.RRM: RBD: orRNPdomain)
PF12796,Ankyrinrepeats(3copies)
PF13855,Leucinerichrepeat
PF02777,Iron/manganesesuperoxidedismutases: C-terminaldomain
PF01348,TypeIIintronmaturase
PF00578,AhpC/TSAfamily
PF00468,RibosomalproteinL34
PF13193,AMP-bindingenzymeC-terminaldomain
PF00135,Carboxylesterasefamily
PF10557,Cullinproteinneddylationdomain
PF06602,Myotubularin-likephosphatasedomain
PF14497,GlutathioneS-transferase: C-terminaldomain
PF07821,Alpha-amylaseC-terminalbeta-sheetdomain
PF00581,Rhodanese-likedomain
PF13843,TransposaseIS4
PF00170,bZIPtranscriptionfactor
PF06862,Utp25: U3smallnucleolarRNA-associatedSSUprocessomeprotein25
PF04777,Erv1/Alrfamily
PF12796,Ankyrinrepeats(3copies)
PF00788,Rasassociation(RalGDS/AF-6)domain
PF01833,IPT/TIGdomain
PF08583,CytochromecoxidasebiogenesisproteinCmc1like
PF00571,CBSdomain
PF00041,FibronectintypeIIIdomain
PF07732,Multicopperoxidase
PF10480,Beta-1integrinbindingprotein
PF13765,SPRY-associateddomain
PF00005,ABCtransporter
PF08030,FerricreductaseNADbindingdomain
PF05994,CytoplasmicFragile-Xinteractingfamily
PF00169,PHdomain
PF14545,Dof: BCAP: andBANK(DBB)motif: 
PF00581,Rhodanese-likedomain
PF02931,Neurotransmitter-gatedion-channelligandbindingdomain
PF06472,ABCtransportertransmembraneregion2
PF01231,Indoleamine2: 3-dioxygenase
PF07645,Calcium-bindingEGFdomain
PF00534,Glycosyltransferasesgroup1
PF01008,Initiationfactor2subunitfamily
PF00018,SH3domain
PF00307,Calponinhomology(CH)domain
PF00415,Regulatorofchromosomecondensation(RCC1)repeat
PF07648,Kazal-typeserineproteaseinhibitordomain
PF16172,DOCKN-terminus
PF00041,FibronectintypeIIIdomain
PF02141,DENN(AEX-3)domain
PF14260,C4-typezinc-fingerofDNApolymerasedelta
PF12894,Anaphase-promotingcomplexsubunit4WD40domain
PF00169,PHdomain
PF00450,Serinecarboxypeptidase
PF13639,Ringfingerdomain
PF00168,C2domain
PF00017,SH2domain
PF00400,WDdomain: G-betarepeat
PF00557,MetallopeptidasefamilyM24
PF02544,3-oxo-5-alpha-steroid4-dehydrogenase
PF04051,Transportproteinparticle(TRAPP)component
PF02586,SOSresponseassociatedpeptidase(SRAP)
PF15902,Sortilin: neurotensinreceptor3: 
PF15167,Domainofunknownfunction(DUF4581)
PF00057,Low-densitylipoproteinreceptordomainclassA
PF00907,T-box
PF00822,PMP-22/EMP/MP20/Claudinfamily
PF07545,Vestigial/Tondufamily
PF13887,Myelingeneregulatoryfactor-C-terminaldomain1
PF00435,Spectrinrepeat
PF06462,Propeller
PF14604,VariantSH3domain
PF00170,bZIPtranscriptionfactor
PF01759,UNC-6/NTR/C345Cmodule
PF04089,BRICHOSdomain
PF00013,KHdomain
PF00034,Cytochromec
PF00135,Carboxylesterasefamily
PF00412,LIMdomain
PF07645,Calcium-bindingEGFdomain
PF08474,Myelintranscriptionfactor1
PF00880,Nebulinrepeat
PF02990,Endomembraneprotein70
PF02759,RUNdomain
PF00588,SpoUrRNAMethylasefamily
PF07645,Calcium-bindingEGFdomain
PF00092,vonWillebrandfactortypeAdomain
PF16863,N-terminalbarrelofNtMGAMandCtMGAM: maltase-glucoamylase
PF00402,Calponinfamilyrepeat
PF10577,UncharacterisedproteinfamilyUPF0560
PF00076,RNArecognitionmotif.(a.k.a.RRM: RBD: orRNPdomain)
PF08726,Ca2+insensitiveEFhand
PF04968,CHORD
PF03782,AMOPdomain
PF02338,OTU-likecysteineprotease
PF07679,ImmunoglobulinI-setdomain
PF07679,ImmunoglobulinI-setdomain
PF16179,Relhomologydimerisationdomain
PF01344,Kelchmotif
PF00790,VHSdomain
PF00400,WDdomain: G-betarepeat
PF00028,Cadherindomain
PF00188,Cysteine-richsecretoryproteinfamily
PF00105,Zincfinger: C4type(twodomains)
PF00030,Beta/Gammacrystallin
PF00209,Sodium:neurotransmittersymporterfamily
PF00664,ABCtransportertransmembraneregion
PF07690,MajorFacilitatorSuperfamily
PF03129,Anticodonbindingdomain
PF11597,Mediatorcomplexsubunit13N-terminal
PF01546,PeptidasefamilyM20/M25/M40
PF00271,HelicaseconservedC-terminaldomain
PF13847,Methyltransferasedomain
PF15827,UPF0730unknownproteinfamily
PF02214,BTB/POZdomain
PF16471,JNK-interactingproteinleucinezipperII
PF03250,Tropomodulin
PF09034,TRADD: N-terminaldomain
PF02513,Spin/SstyFamily
PF00335,Tetraspaninfamily
PF07707,BTBAndC-terminalKelch
PF01422,NF-X1typezincfinger
PF00076,RNArecognitionmotif.(a.k.a.RRM: RBD: orRNPdomain)
PF00916,Sulfatepermeasefamily
PF02469,Fasciclindomain
PF00090,Thrombospondintype1domain
PF01735,Lysophospholipasecatalyticdomain
PF00400,WDdomain: G-betarepeat
PF00594,VitaminK-dependentcarboxylation/gamma-carboxyglutamic(GLA)domain
PF00134,Cyclin: N-terminaldomain
PF00400,WDdomain: G-betarepeat
PF03567,Sulfotransferasefamily
PF02262,CBLproto-oncogeneN-terminaldomain1
PF00788,Rasassociation(RalGDS/AF-6)domain
PF00090,Thrombospondintype1domain
PF00441,Acyl-CoAdehydrogenase: C-terminaldomain
PF02996,Prefoldinsubunit
PF00232,Glycosylhydrolasefamily1
PF00041,FibronectintypeIIIdomain
PF00001,7transmembranereceptor(rhodopsinfamily)
PF00514,Armadillo/beta-catenin-likerepeat
PF16183,Kinesin-associated
PF00433,ProteinkinaseCterminaldomain
PF00630,Filamin/ABP280repeat
PF00041,FibronectintypeIIIdomain
PF02383,SacIhomologydomain
PF00887,AcylCoAbindingprotein
PF08597,TranslationinitiationfactoreIF3subunit
PF00621,RhoGEFdomain
PF13516,LeucineRichrepeat
PF00084,Sushirepeat(SCRrepeat)
PF00579,tRNAsynthetasesclassI(WandY)
PF09777,Osteopetrosis-associatedtransmembraneprotein1precursor
PF02434,Fringe-like
PF00962,Adenosine/AMPdeaminase
PF04731,Caudallikeproteinactivationregion
PF07731,Multicopperoxidase
PF00013,KHdomain
PF00568,WH1domain
PF00226,DnaJdomain
PF00412,LIMdomain
PF11470,TUGubiquitin-likedomain
PF05640,Na: K-AtpaseInteractingprotein
PF07690,MajorFacilitatorSuperfamily
PF00069,Proteinkinasedomain
PF01062,Bestrophin: RFP-TM: chloridechannel
PF00041,FibronectintypeIIIdomain
PF00069,Proteinkinasedomain
PF12894,Anaphase-promotingcomplexsubunit4WD40domain
PF01761,3-dehydroquinatesynthase
PF04572,Alpha1: 4-glycosyltransferaseconservedregion
PF14637,Folliculin-interactingproteinmiddledomain
PF10268,Predictedtransmembraneprotein161AB
PF00053,LamininEGFdomain
PF13821,Domainofunknownfunction(DUF4187)
PF00514,Armadillo/beta-catenin-likerepeat
PF06009,LamininDomainII
PF00620,RhoGAPdomain
PF00631,GGLdomain
PF01384,Phosphatetransporterfamily
PF04565,RNApolymeraseRpb2: domain3
PF00412,LIMdomain
PF00626,Gelsolinrepeat
PF13882,Bravo-likeintracellularregion
PF00320,GATAzincfinger
PF00431,CUBdomain
PF00027,Cyclicnucleotide-bindingdomain
PF04961,Formiminotransferase-cyclodeaminase
PF12763,Cytoskeletal-regulatorycomplexEFhand
PF01585,G-patchdomain
PF13181,Tetratricopeptiderepeat
PF08264,Anticodon-bindingdomainoftRNAligase
PF00122,E1-E2ATPase
PF00156,Phosphoribosyltransferasedomain
PF00018,SH3domain
PF00090,Thrombospondintype1domain
PF11461,Rabinteractinglysosomalprotein
PF16070,Transmembraneproteinfamily132
PF00093,vonWillebrandfactortypeCdomain
PF03114,BARdomain
PF16543,DRGFamilyRegulatoryProteins: Tma46
PF00028,Cadherindomain
PF03165,MH1domain
PF00046,Homeodomain
PF07686,ImmunoglobulinV-setdomain
PF02412,Thrombospondintype3repeat
PF00226,DnaJdomain
PF00041,FibronectintypeIIIdomain
PF00595,PDZdomain
PF01049,Cadherincytoplasmicregion
PF14780,Domainofunknownfunction(DUF4477)
PF00249,Myb-likeDNA-bindingdomain
PF00170,bZIPtranscriptionfactor
PF00076,RNArecognitionmotif.(a.k.a.RRM: RBD: orRNPdomain)
PF00022,Actin
PF12171,Zinc-fingerdouble-strandedRNA-binding
PF04116,Fattyacidhydroxylasesuperfamily
PF01595,CyclinMtransmembraneN-terminaldomain
PF00225,Kinesinmotordomain
PF05368,NmrA-likefamily
PF00241,Cofilin/tropomyosin-typeactin-bindingprotein
PF03645,Tctex-1family
PF12350,CTDkinasesubunitgammaCTK3C-terminus
PF11702,Proteinofunknownfunction(DUF3295)
PF00172,FungalZn(2)-Cys(6)binuclearclusterdomain
PF00018,SH3domain
PF00931,NB-ARCdomain
PF00400,WDdomain: G-betarepeat
PF00664,ABCtransportertransmembraneregion
PF03483,B3/4domain
PF00637,RegioninClathrinandVPS
PF00076,RNArecognitionmotif.(a.k.a.RRM: RBD: orRNPdomain)
PF00703,Glycosylhydrolasesfamily2
PF00288,GHMPkinasesNterminaldomain
PF00025,ADP-ribosylationfactorfamily
PF02540,NADsynthase
PF03095,Phosphotyrosylphosphateactivator(PTPA)protein
PF00106,shortchaindehydrogenase
PF00687,RibosomalproteinL1p/L10efamily
PF15370,Domainofunknownfunction(DUF4598)
PF14558,ML-likedomain
PF08574,TranscriptionfactorIwr1
PF01545,Cationeffluxfamily
PF07690,MajorFacilitatorSuperfamily
PF01968,Hydantoinase/oxoprolinase
PF10596,U6-snRNAinteractingdomainofPrP8
PF06244,Coiled-coildomain-containingprotein124/Oxs1
PF00425,chorismatebindingenzyme
PF00083,Sugar(andother)transporter
PF04082,Fungalspecifictranscriptionfactordomain
PF01192,RNApolymeraseRpb6
PF16073,Starterunit:ACPtransacylaseinaflatoxinbiosynthesis
PF00378,Enoyl-CoAhydratase/isomerase
PF01370,NADdependentepimerase/dehydratasefamily
PF02969,TATAboxbindingproteinassociatedfactor(TAF)
PF00931,NB-ARCdomain
PF00387,Phosphatidylinositol-specificphospholipaseC: Ydomain
PF07883,Cupindomain
PF07690,MajorFacilitatorSuperfamily
PF02769,AIRsynthaserelatedprotein: C-terminaldomain
PF09333,Autophagy-relatedproteinCterminaldomain
PF00840,Glycosylhydrolasefamily7
PF04142,Nucleotide-sugartransporter
PF03364,Polyketidecyclase/dehydraseandlipidtransport
